State,District,Caste_Category,Religion,Literacy_Rate,Avg_Income_INR,Gender_Ratio,Occupation,Population
Rajasthan,Jaipur,SC,Hindu,66.89,24745,0.92,Business,1078
Tamil Nadu,Chennai,General,Muslim,69.86,47243,0.96,Business,5521
Tamil Nadu,Madurai,General,Christian,74.36,57657,0.99,Agriculture,7191
Uttar Pradesh,Lucknow,SC,Muslim,64.54,11266,0.96,Service,5997
Tamil Nadu,Madurai,General,Muslim,74.8,55934,0.88,Daily Wage,2229
Bihar,Patna,OBC,Hindu,63.41,26388,1.0,Service,4244
Tamil Nadu,Chennai,General,Hindu,80.34,38888,1.04,Unemployed,2528
Maharashtra,Nagpur,OBC,Hindu,71.23,33135,0.93,Daily Wage,1833
Maharashtra,Pune,OBC,Hindu,77.47,39883,1.18,Service,5333
Rajasthan,Ajmer,OBC,Hindu,61.48,42771,0.9,Service,8040
Uttar Pradesh,Kanpur,OBC,Sikh,61.31,34836,0.96,Agriculture,10790
Rajasthan,Ajmer,OBC,Hindu,99.18,32237,0.84,Service,716
Maharashtra,Pune,OBC,Christian,72.73,10000,0.94,Service,9080
Rajasthan,Ajmer,General,Hindu,70.16,56919,1.05,Daily Wage,11263
Maharashtra,Nagpur,General,Hindu,64.96,42740,0.87,Unemployed,11888
Rajasthan,Ajmer,SC,Hindu,48.72,39648,0.82,Unemployed,989
Tamil Nadu,Madurai,OBC,Hindu,65.85,20072,1.0,Agriculture,7918
Rajasthan,Jaipur,OBC,Hindu,88.01,15476,0.76,Service,9208
Rajasthan,Jaipur,OBC,Hindu,68.75,35235,0.97,Service,2936
Uttar Pradesh,Lucknow,OBC,Hindu,65.54,31990,0.99,Agriculture,8316
Tamil Nadu,Chennai,General,Christian,80.4,15674,0.91,Unemployed,2016
Uttar Pradesh,Lucknow,ST,Hindu,62.14,21230,1.12,Daily Wage,604
Rajasthan,Udaipur,General,Hindu,63.65,44380,1.01,Business,2071
Uttar Pradesh,Kanpur,OBC,Muslim,64.09,10000,0.91,Service,1374
Rajasthan,Ajmer,ST,Hindu,70.29,29946,0.87,Service,9867
Bihar,Gaya,SC,Muslim,69.26,30038,0.9,Business,2732
Rajasthan,Jaipur,SC,Hindu,61.49,46561,1.19,Daily Wage,8171
Maharashtra,Nagpur,SC,Hindu,68.27,52397,0.9,Business,4025
Bihar,Gaya,SC,Muslim,49.74,35934,0.96,Business,3753
Rajasthan,Jaipur,SC,Christian,49.21,32370,0.99,Service,6656
Tamil Nadu,Madurai,General,Muslim,73.6,52564,0.98,Business,9698
Bihar,Gaya,ST,Muslim,54.93,27291,0.83,Daily Wage,2966
Uttar Pradesh,Lucknow,OBC,Hindu,87.85,35201,0.93,Service,14818
Tamil Nadu,Coimbatore,General,Muslim,60.71,89034,0.84,Daily Wage,13217
Tamil Nadu,Madurai,General,Hindu,65.71,51237,1.01,Agriculture,11795
Rajasthan,Ajmer,General,Hindu,79.58,72114,1.0,Service,4477
Bihar,Patna,SC,Hindu,49.44,31145,0.98,Service,976
Bihar,Gaya,General,Hindu,90.68,24032,1.07,Service,13579
Tamil Nadu,Coimbatore,SC,Muslim,61.8,47567,0.94,Daily Wage,7909
Rajasthan,Udaipur,General,Hindu,61.58,56263,1.02,Daily Wage,4360
Bihar,Gaya,General,Hindu,79.72,44800,0.89,Unemployed,11777
Rajasthan,Jaipur,SC,Hindu,44.41,47290,0.99,Business,14178
Rajasthan,Jaipur,OBC,Muslim,60.34,26921,0.9,Business,12357
Tamil Nadu,Chennai,OBC,Muslim,55.17,22734,0.84,Unemployed,4248
Rajasthan,Ajmer,OBC,Hindu,65.88,23919,0.79,Service,11384
Rajasthan,Udaipur,OBC,Hindu,90.23,53788,0.87,Business,11551
Uttar Pradesh,Lucknow,OBC,Hindu,72.72,41261,1.07,Business,11055
Tamil Nadu,Madurai,ST,Hindu,51.81,51381,0.9,Daily Wage,14747
Tamil Nadu,Coimbatore,OBC,Hindu,56.64,45862,1.08,Unemployed,3555
Rajasthan,Jaipur,OBC,Hindu,95.88,17004,1.02,Service,8905
Maharashtra,Nagpur,OBC,Hindu,65.9,46750,0.8,Business,9763
Tamil Nadu,Chennai,SC,Sikh,47.37,23361,0.96,Unemployed,1655
Maharashtra,Nagpur,OBC,Hindu,63.59,44885,1.05,Agriculture,14240
Tamil Nadu,Chennai,OBC,Hindu,76.0,59281,0.99,Daily Wage,13418
Rajasthan,Udaipur,General,Hindu,57.83,65450,0.89,Service,1693
Bihar,Patna,OBC,Hindu,79.1,58606,1.0,Service,9814
Uttar Pradesh,Kanpur,OBC,Muslim,55.04,21226,1.08,Unemployed,14116
Uttar Pradesh,Lucknow,General,Hindu,68.31,46193,1.03,Unemployed,5473
Rajasthan,Udaipur,ST,Hindu,66.96,39181,0.93,Service,14614
Maharashtra,Nagpur,General,Hindu,66.87,57868,1.01,Business,10463
Tamil Nadu,Chennai,OBC,Hindu,67.43,51231,0.94,Agriculture,14839
Rajasthan,Ajmer,General,Hindu,61.48,33615,0.85,Unemployed,12731
Rajasthan,Jaipur,General,Hindu,67.28,63505,0.87,Daily Wage,1409
Tamil Nadu,Chennai,OBC,Muslim,71.88,25149,0.92,Service,6192
Tamil Nadu,Madurai,SC,Hindu,44.9,31691,0.93,Business,3677
Uttar Pradesh,Kanpur,OBC,Muslim,75.4,38349,0.83,Agriculture,4828
Uttar Pradesh,Kanpur,General,Hindu,80.84,48154,0.97,Service,13280
Uttar Pradesh,Varanasi,OBC,Hindu,69.91,27233,0.97,Service,1075
Tamil Nadu,Coimbatore,OBC,Hindu,74.76,10000,0.9,Unemployed,5862
Maharashtra,Nagpur,SC,Hindu,57.45,38842,1.07,Service,13759
Bihar,Patna,General,Hindu,62.28,37530,0.9,Daily Wage,7335
Uttar Pradesh,Lucknow,OBC,Hindu,61.98,29792,1.03,Agriculture,1297
Rajasthan,Jaipur,ST,Hindu,49.46,41417,0.78,Agriculture,11187
Maharashtra,Nagpur,SC,Muslim,54.39,30057,1.12,Service,12767
Tamil Nadu,Madurai,SC,Muslim,57.25,10000,0.75,Unemployed,7058
Rajasthan,Udaipur,General,Hindu,70.34,54206,0.99,Service,1047
Bihar,Patna,OBC,Muslim,71.68,52433,0.9,Unemployed,1688
Tamil Nadu,Coimbatore,SC,Hindu,68.95,10519,0.86,Unemployed,12819
Rajasthan,Jaipur,SC,Hindu,41.93,30877,0.95,Unemployed,1599
Bihar,Gaya,General,Hindu,71.14,45928,0.86,Daily Wage,520
Bihar,Patna,ST,Hindu,58.1,12538,1.09,Service,11835
Bihar,Patna,SC,Hindu,56.96,27666,1.11,Unemployed,2082
Bihar,Bhagalpur,SC,Muslim,47.58,18116,0.84,Agriculture,12447
Maharashtra,Pune,General,Christian,69.32,51474,1.02,Service,3617
Tamil Nadu,Chennai,OBC,Sikh,95.72,10000,1.01,Unemployed,8342
Rajasthan,Udaipur,OBC,Muslim,64.43,26203,0.89,Agriculture,3437
Maharashtra,Mumbai,General,Muslim,60.91,70267,1.03,Business,1554
Maharashtra,Nagpur,OBC,Christian,70.23,55265,0.8,Business,4234
Bihar,Gaya,OBC,Hindu,56.69,10000,0.88,Daily Wage,12584
Bihar,Gaya,OBC,Hindu,71.62,36542,0.96,Agriculture,1597
Tamil Nadu,Chennai,General,Hindu,55.89,57047,0.97,Unemployed,1399
Bihar,Gaya,General,Muslim,77.33,16608,0.98,Service,949
Maharashtra,Nagpur,General,Hindu,58.12,39040,1.0,Agriculture,5865
Maharashtra,Nagpur,ST,Hindu,60.91,22226,0.95,Agriculture,8775
Rajasthan,Udaipur,General,Hindu,54.68,62254,0.93,Service,7624
Rajasthan,Udaipur,OBC,Christian,81.19,27102,0.9,Service,8214
Tamil Nadu,Chennai,SC,Hindu,52.36,48142,0.88,Agriculture,14671
Bihar,Bhagalpur,OBC,Hindu,76.45,29263,0.75,Business,990
Rajasthan,Jaipur,General,Muslim,64.3,27313,0.95,Daily Wage,1041
Maharashtra,Nagpur,SC,Hindu,48.1,48889,0.94,Daily Wage,1924
Maharashtra,Mumbai,SC,Hindu,58.22,44838,1.05,Unemployed,13303
Rajasthan,Jaipur,OBC,Hindu,69.8,23431,0.77,Agriculture,14356
Maharashtra,Mumbai,General,Hindu,63.14,35741,0.96,Unemployed,7067
Tamil Nadu,Chennai,General,Sikh,66.55,55318,0.89,Unemployed,9066
Tamil Nadu,Madurai,OBC,Muslim,69.43,52759,0.98,Business,14029
Bihar,Gaya,SC,Hindu,59.4,25970,0.89,Service,518
Rajasthan,Ajmer,OBC,Hindu,61.49,26884,1.03,Business,4159
Uttar Pradesh,Varanasi,ST,Hindu,57.78,14753,1.13,Daily Wage,11406
Tamil Nadu,Chennai,OBC,Sikh,73.2,13895,0.91,Service,4435
Uttar Pradesh,Kanpur,SC,Hindu,61.11,60568,0.84,Service,960
Bihar,Gaya,SC,Hindu,69.76,55992,0.89,Unemployed,683
Tamil Nadu,Coimbatore,ST,Hindu,57.22,19455,0.93,Business,2107
Uttar Pradesh,Kanpur,SC,Muslim,59.63,44894,1.06,Unemployed,1170
Uttar Pradesh,Kanpur,General,Hindu,62.52,15490,0.95,Service,4880
Uttar Pradesh,Lucknow,General,Hindu,72.94,48741,0.92,Agriculture,3578
Uttar Pradesh,Varanasi,ST,Hindu,61.25,57731,0.99,Daily Wage,3256
Bihar,Gaya,OBC,Hindu,66.27,27497,0.93,Agriculture,9326
Maharashtra,Mumbai,OBC,Hindu,86.37,32250,0.95,Business,2055
Tamil Nadu,Chennai,OBC,Christian,65.18,51484,1.15,Agriculture,13940
Maharashtra,Pune,OBC,Hindu,74.51,36241,0.95,Business,7089
Maharashtra,Nagpur,ST,Hindu,36.16,46177,0.96,Unemployed,13492
Uttar Pradesh,Lucknow,SC,Hindu,64.28,24328,0.91,Service,8580
Tamil Nadu,Madurai,General,Hindu,65.89,60324,0.91,Service,1273
Maharashtra,Nagpur,General,Muslim,90.83,51462,0.82,Unemployed,12690
Tamil Nadu,Coimbatore,OBC,Hindu,68.71,25224,0.73,Business,1792
Uttar Pradesh,Kanpur,General,Hindu,85.99,55547,1.0,Unemployed,14759
Maharashtra,Nagpur,General,Hindu,71.65,24269,0.9,Agriculture,14378
Rajasthan,Jaipur,SC,Hindu,68.42,19231,0.7,Daily Wage,2911
Rajasthan,Udaipur,General,Muslim,67.73,42873,0.96,Unemployed,1839
Bihar,Patna,ST,Muslim,67.29,44564,0.98,Service,3641
Maharashtra,Pune,OBC,Muslim,81.96,12215,1.0,Agriculture,2985
Maharashtra,Pune,SC,Christian,66.27,16406,0.8,Agriculture,1073
Maharashtra,Mumbai,General,Hindu,62.54,35076,1.03,Agriculture,8147
Tamil Nadu,Coimbatore,SC,Hindu,53.85,22154,0.89,Unemployed,9012
Maharashtra,Pune,General,Hindu,81.19,45195,0.93,Business,5292
Bihar,Bhagalpur,SC,Muslim,58.9,54380,0.88,Unemployed,6973
Tamil Nadu,Chennai,SC,Christian,73.16,38157,0.93,Service,1394
Rajasthan,Udaipur,OBC,Hindu,95.01,19165,0.91,Agriculture,1081
Bihar,Patna,OBC,Hindu,57.68,49286,1.12,Daily Wage,10148
Maharashtra,Nagpur,OBC,Hindu,86.7,53359,0.93,Service,5265
Maharashtra,Nagpur,OBC,Hindu,66.35,10000,1.15,Unemployed,10857
Maharashtra,Pune,SC,Hindu,64.69,27620,1.08,Agriculture,6951
Maharashtra,Mumbai,OBC,Hindu,60.27,41099,0.93,Agriculture,10514
Bihar,Bhagalpur,SC,Hindu,66.39,34046,0.8,Agriculture,999
Uttar Pradesh,Lucknow,General,Hindu,70.76,60732,0.95,Business,13521
Rajasthan,Ajmer,OBC,Muslim,77.75,19317,0.95,Daily Wage,6221
Bihar,Patna,SC,Muslim,53.75,46204,0.95,Business,3298
Rajasthan,Udaipur,OBC,Muslim,76.9,51315,1.02,Unemployed,1986
Rajasthan,Ajmer,OBC,Hindu,72.73,20026,0.95,Agriculture,8225
Rajasthan,Jaipur,OBC,Hindu,64.67,29839,0.91,Unemployed,9819
Rajasthan,Udaipur,SC,Sikh,50.2,10000,0.88,Service,8183
Tamil Nadu,Chennai,OBC,Hindu,71.93,14777,0.95,Unemployed,8124
Rajasthan,Udaipur,OBC,Sikh,89.0,50345,1.11,Unemployed,8284
Maharashtra,Mumbai,ST,Hindu,63.91,52512,0.88,Business,2479
Uttar Pradesh,Lucknow,General,Hindu,63.56,10000,1.07,Agriculture,12307
Maharashtra,Pune,General,Hindu,85.4,36702,0.92,Agriculture,12679
Rajasthan,Jaipur,ST,Hindu,52.46,40739,1.06,Daily Wage,5306
Bihar,Gaya,OBC,Sikh,52.57,41141,0.92,Agriculture,1587
Uttar Pradesh,Kanpur,OBC,Hindu,71.13,41884,0.93,Agriculture,4222
Rajasthan,Ajmer,General,Hindu,68.96,41791,1.05,Agriculture,11571
Uttar Pradesh,Lucknow,OBC,Hindu,74.19,38308,0.82,Service,3909
Bihar,Bhagalpur,ST,Hindu,56.21,48480,0.95,Service,13951
Maharashtra,Pune,OBC,Hindu,76.6,61497,1.05,Business,4667
Uttar Pradesh,Kanpur,OBC,Christian,70.93,27335,0.7,Business,8752
Uttar Pradesh,Varanasi,OBC,Muslim,68.32,30109,0.99,Agriculture,11322
Rajasthan,Jaipur,General,Hindu,68.46,40194,0.77,Unemployed,6850
Rajasthan,Jaipur,SC,Muslim,50.6,42149,1.12,Service,14241
Rajasthan,Udaipur,General,Muslim,69.02,49917,1.05,Daily Wage,12114
Uttar Pradesh,Lucknow,General,Christian,61.89,50502,0.88,Unemployed,7817
Tamil Nadu,Chennai,OBC,Hindu,78.65,37271,0.98,Agriculture,3443
Rajasthan,Jaipur,SC,Muslim,52.17,45605,1.16,Daily Wage,7664
Rajasthan,Udaipur,General,Muslim,59.92,39903,0.97,Daily Wage,2036
Uttar Pradesh,Kanpur,ST,Muslim,67.86,26606,0.7,Business,14955
Maharashtra,Nagpur,OBC,Hindu,83.59,46407,0.78,Business,7454
Rajasthan,Udaipur,OBC,Hindu,63.92,58522,1.09,Agriculture,7840
Rajasthan,Udaipur,OBC,Christian,79.39,32358,0.96,Agriculture,3186
Tamil Nadu,Coimbatore,SC,Hindu,58.69,51923,0.86,Service,8840
Maharashtra,Nagpur,ST,Hindu,51.94,50154,0.95,Daily Wage,13707
Bihar,Patna,General,Hindu,83.78,34927,0.94,Agriculture,8398
Rajasthan,Jaipur,OBC,Hindu,60.78,35110,0.8,Unemployed,7491
Uttar Pradesh,Varanasi,SC,Hindu,55.12,13456,1.02,Service,5667
Bihar,Bhagalpur,SC,Hindu,67.17,10000,1.08,Unemployed,9517
Rajasthan,Jaipur,OBC,Hindu,94.97,35690,0.89,Service,1347
Tamil Nadu,Madurai,ST,Hindu,88.24,15215,0.95,Business,10122
Tamil Nadu,Madurai,SC,Muslim,61.8,55177,0.99,Business,6825
Rajasthan,Jaipur,SC,Christian,55.01,20732,0.92,Business,4624
Maharashtra,Mumbai,SC,Hindu,49.93,35717,0.89,Agriculture,8066
Tamil Nadu,Coimbatore,SC,Hindu,45.06,53827,0.9,Agriculture,1582
Maharashtra,Pune,SC,Hindu,47.32,32476,0.96,Business,5594
Rajasthan,Jaipur,ST,Hindu,42.54,39974,0.85,Agriculture,13933
Tamil Nadu,Madurai,OBC,Christian,87.11,42859,0.91,Service,5225
Rajasthan,Ajmer,General,Muslim,62.55,43425,1.01,Service,2695
Rajasthan,Ajmer,OBC,Hindu,69.75,31742,0.96,Unemployed,13736
Bihar,Patna,SC,Hindu,53.96,29851,0.74,Daily Wage,6700
Tamil Nadu,Madurai,General,Hindu,79.74,49481,0.87,Daily Wage,13148
Rajasthan,Jaipur,SC,Hindu,78.99,36305,0.85,Business,10037
Uttar Pradesh,Lucknow,OBC,Hindu,78.57,40970,0.99,Service,5876
Maharashtra,Mumbai,OBC,Christian,65.74,41757,0.92,Daily Wage,13979
Rajasthan,Ajmer,SC,Hindu,65.56,10000,0.91,Unemployed,8395
Maharashtra,Nagpur,SC,Muslim,77.22,23493,0.89,Agriculture,2419
Uttar Pradesh,Varanasi,General,Hindu,65.52,26777,0.73,Unemployed,4718
Uttar Pradesh,Varanasi,OBC,Hindu,67.69,37037,0.94,Daily Wage,14083
Uttar Pradesh,Lucknow,SC,Hindu,58.55,35645,1.05,Business,4431
Bihar,Gaya,OBC,Sikh,68.1,26388,0.92,Daily Wage,3004
Uttar Pradesh,Varanasi,SC,Muslim,65.79,56180,0.89,Unemployed,6718
Rajasthan,Jaipur,General,Muslim,70.99,50075,0.85,Agriculture,2274
Maharashtra,Pune,OBC,Hindu,70.2,13014,0.77,Unemployed,8718
Tamil Nadu,Madurai,OBC,Muslim,73.67,29241,0.97,Agriculture,10897
Rajasthan,Ajmer,ST,Hindu,59.82,20353,0.95,Unemployed,4008
Rajasthan,Ajmer,OBC,Hindu,57.67,55864,0.81,Unemployed,6189
Maharashtra,Nagpur,SC,Hindu,58.04,19365,1.01,Business,5518
Bihar,Bhagalpur,General,Hindu,66.69,37219,1.04,Business,5123
Rajasthan,Ajmer,ST,Hindu,60.29,42749,0.85,Unemployed,715
Tamil Nadu,Coimbatore,General,Hindu,55.95,46608,0.92,Unemployed,5070
Tamil Nadu,Coimbatore,OBC,Sikh,76.26,33801,0.97,Unemployed,2691
Uttar Pradesh,Kanpur,SC,Muslim,43.77,63326,0.93,Unemployed,2679
Maharashtra,Nagpur,ST,Hindu,66.98,22458,0.98,Service,14404
Uttar Pradesh,Kanpur,OBC,Hindu,56.97,41781,0.91,Service,1967
Rajasthan,Jaipur,SC,Hindu,60.29,45469,0.83,Unemployed,14321
Maharashtra,Nagpur,OBC,Hindu,63.16,41859,1.16,Business,1376
Maharashtra,Pune,ST,Muslim,58.62,43867,0.94,Business,5288
Tamil Nadu,Chennai,SC,Hindu,79.42,10000,0.96,Agriculture,11417
Uttar Pradesh,Varanasi,SC,Hindu,43.74,10000,0.98,Business,14761
Uttar Pradesh,Varanasi,SC,Hindu,61.39,30727,0.94,Daily Wage,4514
Rajasthan,Udaipur,General,Christian,100.0,41127,1.0,Agriculture,4099
Uttar Pradesh,Lucknow,OBC,Hindu,63.51,39428,0.93,Unemployed,1259
Maharashtra,Pune,ST,Christian,55.89,62283,1.07,Unemployed,1457
Uttar Pradesh,Varanasi,General,Christian,71.37,10436,0.91,Unemployed,13907
Rajasthan,Udaipur,General,Hindu,97.03,41540,1.06,Daily Wage,4030
Tamil Nadu,Madurai,OBC,Muslim,84.42,38284,0.87,Business,7179
Bihar,Gaya,OBC,Hindu,45.65,45262,0.87,Agriculture,1569
Maharashtra,Mumbai,General,Hindu,71.76,26252,0.92,Agriculture,10126
Tamil Nadu,Chennai,General,Muslim,70.34,49028,0.84,Daily Wage,7338
Tamil Nadu,Chennai,OBC,Christian,81.97,26046,0.78,Service,6946
Maharashtra,Mumbai,SC,Hindu,58.91,35515,0.97,Service,3743
Tamil Nadu,Madurai,OBC,Hindu,83.62,31453,0.94,Business,7463
Maharashtra,Mumbai,SC,Hindu,48.97,47308,0.97,Agriculture,3171
Maharashtra,Pune,OBC,Hindu,65.8,10000,1.09,Business,5970
Bihar,Patna,General,Hindu,57.72,36130,0.99,Daily Wage,4239
Uttar Pradesh,Lucknow,General,Hindu,58.03,22597,0.74,Agriculture,9812
Bihar,Bhagalpur,SC,Muslim,67.21,26822,1.2,Business,14124
Maharashtra,Nagpur,General,Christian,60.06,31178,0.89,Business,14436
Maharashtra,Pune,OBC,Hindu,72.43,27946,1.01,Service,8952
Rajasthan,Ajmer,ST,Muslim,50.21,14276,0.77,Service,1680
Bihar,Bhagalpur,OBC,Hindu,47.76,27228,0.92,Unemployed,2795
Maharashtra,Nagpur,SC,Muslim,53.69,53651,1.07,Service,8470
Maharashtra,Mumbai,ST,Hindu,56.65,10000,0.89,Unemployed,1472
Bihar,Bhagalpur,SC,Hindu,54.0,25142,0.88,Agriculture,11118
Bihar,Patna,OBC,Hindu,63.47,29201,0.89,Daily Wage,7624
Uttar Pradesh,Lucknow,General,Christian,72.08,50405,0.86,Daily Wage,3102
Bihar,Bhagalpur,OBC,Hindu,82.71,20299,0.79,Business,13685
Maharashtra,Nagpur,SC,Muslim,63.81,22738,0.98,Agriculture,10388
Rajasthan,Jaipur,ST,Hindu,35.96,55886,1.02,Service,12314
Rajasthan,Jaipur,ST,Hindu,45.0,12818,1.12,Daily Wage,12084
Tamil Nadu,Coimbatore,General,Muslim,62.63,32487,0.72,Service,7089
Tamil Nadu,Madurai,OBC,Muslim,66.49,31584,1.02,Daily Wage,2913
Tamil Nadu,Coimbatore,OBC,Hindu,56.01,12195,1.0,Agriculture,12979
Tamil Nadu,Madurai,OBC,Hindu,80.07,11432,1.06,Daily Wage,10907
Uttar Pradesh,Kanpur,SC,Hindu,60.38,51377,0.94,Business,1290
Maharashtra,Nagpur,SC,Muslim,34.78,32720,1.06,Unemployed,9680
Rajasthan,Udaipur,OBC,Hindu,61.06,29180,0.93,Agriculture,4946
Maharashtra,Mumbai,OBC,Christian,41.0,60070,0.86,Agriculture,4254
Uttar Pradesh,Lucknow,OBC,Hindu,75.06,33699,1.08,Service,6192
Tamil Nadu,Coimbatore,SC,Sikh,64.06,31476,0.86,Unemployed,14687
Uttar Pradesh,Kanpur,OBC,Hindu,77.98,10000,1.01,Service,2771
Uttar Pradesh,Kanpur,OBC,Hindu,59.01,53784,0.97,Daily Wage,7885
Bihar,Bhagalpur,OBC,Hindu,76.44,36229,0.77,Agriculture,6092
Bihar,Bhagalpur,ST,Hindu,51.39,45085,0.97,Daily Wage,11945
Rajasthan,Ajmer,General,Hindu,81.81,51049,0.85,Business,12378
Uttar Pradesh,Varanasi,General,Christian,62.04,46543,0.72,Unemployed,4051
Uttar Pradesh,Lucknow,ST,Hindu,76.73,41626,1.07,Agriculture,9337
Bihar,Bhagalpur,SC,Sikh,44.19,53668,1.17,Agriculture,10432
Rajasthan,Udaipur,OBC,Hindu,56.79,46571,0.95,Daily Wage,792
Uttar Pradesh,Varanasi,SC,Hindu,44.56,42393,1.03,Daily Wage,7793
Maharashtra,Nagpur,General,Sikh,63.99,62488,0.78,Agriculture,1453
Rajasthan,Ajmer,General,Hindu,55.05,47048,0.95,Agriculture,7968
Rajasthan,Jaipur,SC,Hindu,52.83,47143,1.0,Unemployed,8403
Uttar Pradesh,Varanasi,ST,Hindu,68.58,33152,1.01,Agriculture,9278
Maharashtra,Mumbai,OBC,Hindu,65.54,65807,0.87,Business,13518
Uttar Pradesh,Lucknow,OBC,Christian,91.05,35523,0.81,Daily Wage,1940
Rajasthan,Jaipur,OBC,Hindu,83.68,36888,1.04,Unemployed,14027
Tamil Nadu,Coimbatore,General,Hindu,82.24,50069,0.89,Unemployed,9682
Rajasthan,Udaipur,OBC,Muslim,79.76,35011,1.02,Service,4884
Maharashtra,Mumbai,General,Hindu,48.46,51704,0.89,Business,6442
Uttar Pradesh,Varanasi,SC,Hindu,76.53,44346,0.97,Daily Wage,5599
Rajasthan,Jaipur,OBC,Christian,74.86,20023,1.11,Service,1520
Uttar Pradesh,Varanasi,OBC,Hindu,89.91,40893,1.11,Unemployed,5089
Maharashtra,Nagpur,OBC,Hindu,64.31,23043,0.95,Business,5957
Tamil Nadu,Chennai,General,Hindu,74.35,39090,1.0,Daily Wage,13565
Uttar Pradesh,Lucknow,SC,Hindu,63.06,20025,1.0,Service,6963
Rajasthan,Ajmer,OBC,Hindu,78.64,37572,1.07,Business,1776
Maharashtra,Mumbai,OBC,Hindu,57.83,42019,0.83,Agriculture,1140
Uttar Pradesh,Lucknow,OBC,Hindu,58.86,25536,0.86,Daily Wage,11756
Uttar Pradesh,Kanpur,ST,Christian,54.52,31787,1.03,Unemployed,5927
Bihar,Bhagalpur,General,Hindu,66.79,21215,1.06,Service,3713
Uttar Pradesh,Kanpur,OBC,Hindu,61.63,34119,0.99,Service,13443
Tamil Nadu,Chennai,General,Hindu,72.0,61412,1.0,Agriculture,8982
Uttar Pradesh,Varanasi,SC,Hindu,51.39,67678,0.97,Unemployed,13465
Uttar Pradesh,Kanpur,General,Hindu,68.53,59458,0.97,Unemployed,7425
Maharashtra,Mumbai,SC,Hindu,63.99,72382,0.92,Service,8249
Maharashtra,Nagpur,General,Hindu,66.82,46748,1.06,Unemployed,7140
Bihar,Gaya,OBC,Hindu,54.93,10000,0.89,Service,14453
Bihar,Patna,ST,Christian,43.66,28627,1.0,Daily Wage,9507
Rajasthan,Udaipur,SC,Hindu,51.09,13597,0.96,Daily Wage,5804
Maharashtra,Pune,ST,Hindu,68.63,10000,1.03,Unemployed,10785
Tamil Nadu,Madurai,General,Hindu,78.17,59311,1.07,Daily Wage,4612
Bihar,Bhagalpur,ST,Hindu,82.02,29658,0.96,Agriculture,12639
Rajasthan,Jaipur,OBC,Hindu,65.84,35029,1.1,Service,12200
Uttar Pradesh,Varanasi,OBC,Hindu,56.55,22084,1.09,Daily Wage,3091
Rajasthan,Udaipur,OBC,Muslim,80.2,29553,1.04,Daily Wage,13289
Rajasthan,Ajmer,OBC,Hindu,73.41,57504,0.96,Agriculture,7288
Rajasthan,Jaipur,SC,Hindu,70.26,74630,1.01,Business,13191
Rajasthan,Ajmer,OBC,Hindu,70.49,45836,0.91,Service,13323
Tamil Nadu,Chennai,General,Hindu,93.88,47701,0.92,Service,13278
Tamil Nadu,Chennai,SC,Hindu,51.64,51458,1.04,Service,10481
Bihar,Bhagalpur,OBC,Sikh,65.03,43646,0.8,Service,656
Maharashtra,Nagpur,OBC,Hindu,71.85,41791,1.12,Agriculture,11599
Uttar Pradesh,Kanpur,OBC,Sikh,62.29,15824,0.86,Service,7468
Maharashtra,Mumbai,General,Hindu,56.63,65049,1.1,Business,2218
Rajasthan,Ajmer,SC,Hindu,63.2,53319,0.96,Unemployed,3847
Maharashtra,Pune,SC,Hindu,59.05,30004,0.92,Unemployed,5303
Uttar Pradesh,Kanpur,OBC,Hindu,54.52,38963,0.95,Agriculture,11709
Maharashtra,Mumbai,SC,Hindu,67.45,36402,0.93,Agriculture,13171
Tamil Nadu,Madurai,General,Hindu,61.29,46082,1.02,Agriculture,9202
Tamil Nadu,Chennai,General,Hindu,58.57,46312,0.97,Unemployed,5742
Rajasthan,Udaipur,OBC,Christian,62.82,26182,0.97,Service,9110
Bihar,Bhagalpur,SC,Hindu,48.67,40248,0.86,Unemployed,10925
Uttar Pradesh,Varanasi,SC,Christian,70.63,70067,0.86,Unemployed,12940
Bihar,Patna,OBC,Muslim,75.34,24098,1.05,Unemployed,4076
Uttar Pradesh,Varanasi,OBC,Hindu,57.35,42208,0.86,Agriculture,14972
Bihar,Patna,SC,Hindu,57.93,19534,1.03,Agriculture,9030
Tamil Nadu,Madurai,ST,Hindu,51.63,43279,0.92,Service,4284
Bihar,Gaya,ST,Muslim,58.86,37216,0.87,Service,1181
Bihar,Bhagalpur,OBC,Christian,72.1,57955,0.87,Service,10378
Tamil Nadu,Madurai,General,Christian,81.72,67471,0.87,Business,9872
Bihar,Patna,ST,Hindu,45.45,39529,0.9,Service,14778
Rajasthan,Jaipur,SC,Hindu,78.69,35522,0.87,Unemployed,5294
Uttar Pradesh,Kanpur,ST,Hindu,48.53,51348,0.89,Unemployed,4097
Maharashtra,Mumbai,OBC,Hindu,70.44,49337,0.9,Unemployed,14295
Tamil Nadu,Chennai,SC,Hindu,59.54,34751,1.02,Unemployed,4761
Bihar,Patna,OBC,Muslim,75.91,31698,0.96,Agriculture,11249
Maharashtra,Pune,OBC,Hindu,66.28,12835,0.98,Agriculture,2416
Maharashtra,Nagpur,SC,Muslim,78.92,21744,0.87,Unemployed,6057
Tamil Nadu,Chennai,SC,Hindu,51.29,45868,0.99,Business,8947
Tamil Nadu,Coimbatore,ST,Muslim,58.41,21229,0.96,Unemployed,2928
